"ensembl_gene_id" "external_gene_name" "entrezgene" "description" "percentage_gc_content" "chromosome_name"
"1" "ENSG00000000938" "FGR" 2268 "FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]" 52.97 "1"
"4221" "ENSG00000181163" "NPM1" 4869 "nucleophosmin (nucleolar phosphoprotein B23, numatrin) [Source:HGNC Symbol;Acc:HGNC:7910]" 43.6 "5"
"4222" "ENSG00000181222" "POLR2A" 5430 "polymerase (RNA) II (DNA directed) polypeptide A, 220kDa [Source:HGNC Symbol;Acc:HGNC:9187]" 49.69 "17"
"4223" "ENSG00000181409" "AATK" 9625 "apoptosis-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21]" 61.42 "17"
"4224" "ENSG00000181418" "DDN" 23109 "dendrin [Source:HGNC Symbol;Acc:HGNC:24458]" 61.67 "12"
"4225" "ENSG00000181458" "TMEM45A" 55076 "transmembrane protein 45A [Source:HGNC Symbol;Acc:HGNC:25480]" 40.01 "3"
"4226" "ENSG00000181555" "SETD2" 29072 "SET domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18420]" 40.23 "3"
"4227" "ENSG00000181704" "YIPF6" 286451 "Yip1 domain family, member 6 [Source:HGNC Symbol;Acc:HGNC:28304]" 41.22 "X"
"4228" "ENSG00000181789" "COPG1" 22820 "coatomer protein complex, subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]" 48.18 "3"
"4229" "ENSG00000181929" "PRKAG1" 5571 "protein kinase, AMP-activated, gamma 1 non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9385]" 45.41 "12"
"4230" "ENSG00000182022" "CHST15" 51363 "carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]" 50.24 "10"
"4231" "ENSG00000182054" "IDH2" 3418 "isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:HGNC Symbol;Acc:HGNC:5383]" 52.54 "15"
"4232" "ENSG00000182087" "TMEM259" 91304 "transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039]" 65.7 "19"
"4233" "ENSG00000182095" "TNRC18" 84629 "trinucleotide repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:11962]" 54.68 "7"
"4234" "ENSG00000182149" "IST1" 9798 "increased sodium tolerance 1 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:28977]" 45.18 "16"
"4235" "ENSG00000182154" "MRPL41" 64975 "mitochondrial ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:14492]" 72.44 "9"
"4236" "ENSG00000182158" "CREB3L2" 64764 "cAMP responsive element binding protein 3-like 2 [Source:HGNC Symbol;Acc:HGNC:23720]" 43.66 "7"
"4237" "ENSG00000182175" "RGMA" 56963 "repulsive guidance molecule family member a [Source:HGNC Symbol;Acc:HGNC:30308]" 52.94 "15"
"4238" "ENSG00000182179" "UBA7" 7318 "ubiquitin-like modifier activating enzyme 7 [Source:HGNC Symbol;Acc:HGNC:12471]" 58.14 "3"
"4239" "ENSG00000182195" "LDOC1" 23641 "leucine zipper, down-regulated in cancer 1 [Source:HGNC Symbol;Acc:HGNC:6548]" 57.35 "X"
"4240" "ENSG00000182196" "ARL6IP4" 51329 "ADP-ribosylation factor-like 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]" 65.56 "12"
"4241" "ENSG00000182197" "EXT1" 2131 "exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]" 41.16 "8"
"4242" "ENSG00000182220" "ATP6AP2" 10159 "ATPase, H+ transporting, lysosomal accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:18305]" 41.55 "X"
"4243" "ENSG00000182253" "SYNM" 23336 "synemin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:24466]" 49.91 "15"
"4244" "ENSG00000182307" "C8orf33" 65265 "chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104]" 51.6 "8"
"4245" "ENSG00000182326" "C1S" 716 "complement component 1, s subcomponent [Source:HGNC Symbol;Acc:HGNC:1247]" 45.02 "12"
"4246" "ENSG00000182333" "LIPF" 8513 "lipase, gastric [Source:HGNC Symbol;Acc:HGNC:6622]" 36.37 "10"
"4247" "ENSG00000182446" "NPLOC4" 55666 "nuclear protein localization 4 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:18261]" 50.06 "17"
"4248" "ENSG00000182473" "EXOC7" 23265 "exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]" 51.59 "17"
"4249" "ENSG00000182492" "BGN" 633 "biglycan [Source:HGNC Symbol;Acc:HGNC:1044]" 62.66 "X"
"4250" "ENSG00000182534" "MXRA7" 439921 "matrix-remodelling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]" 52.39 "17"
"4251" "ENSG00000182541" "LIMK2" 3985 "LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614]" 47.35 "22"
"4252" "ENSG00000182568" "SATB1" 6304 "SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]" 36.43 "3"
"4253" "ENSG00000182606" "TRAK1" 22906 "trafficking protein, kinesin binding 1 [Source:HGNC Symbol;Acc:HGNC:29947]" 44.94 "3"
"4254" "ENSG00000182670" "TTC3" 7267 "tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]" 38.7 "21"
"4255" "ENSG00000182704" "TSKU" 25987 "tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]" 55.35 "11"
"4256" "ENSG00000182718" "ANXA2" 302 "annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]" 44.95 "15"
"4257" "ENSG00000182796" "TMEM198B" 440104 "transmembrane protein 198B, pseudogene [Source:HGNC Symbol;Acc:HGNC:43629]" 54.34 "12"
"4258" "ENSG00000182809" "CRIP2" 1397 "cysteine-rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361]" 69.57 "14"
"4259" "ENSG00000182831" "C16orf72" 29035 "chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:30103]" 42.03 "16"
"4260" "ENSG00000182871" "COL18A1" 80781 "collagen, type XVIII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2195]" 59.66 "21"
"4261" "ENSG00000182872" "RBM10" 8241 "RNA binding motif protein 10 [Source:HGNC Symbol;Acc:HGNC:9896]" 50.32 "X"
"4262" "ENSG00000182899" "RPL35A" 6165 "ribosomal protein L35a [Source:HGNC Symbol;Acc:HGNC:10345]" 44.91 "3"
"4263" "ENSG00000182934" "SRPR" 6734 "signal recognition particle receptor (docking protein) [Source:HGNC Symbol;Acc:HGNC:11307]" 49.55 "11"
"4264" "ENSG00000182944" "EWSR1" 2130 "EWS RNA-binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]" 44.02 "22"
"4265" "ENSG00000182957" "SPATA13" 221178 "spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]" 44.13 "13"
"4266" "ENSG00000182979" "MTA1" 9112 "metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]" 59.42 "14"
"4267" "ENSG00000183020" "AP2A2" 161 "adaptor-related protein complex 2, alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:562]" 53.1 "11"
"4268" "ENSG00000183049" "CAMK1D" 57118 "calcium/calmodulin-dependent protein kinase ID [Source:HGNC Symbol;Acc:HGNC:19341]" 45.61 "10"
"4269" "ENSG00000183087" "GAS6" 2621 "growth arrest-specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]" 57.59 "13"
"4270" "ENSG00000183091" "NEB" 4703 "nebulin [Source:HGNC Symbol;Acc:HGNC:7720]" 38.81 "2"
"4271" "ENSG00000183207" "RUVBL2" 10856 "RuvB-like AAA ATPase 2 [Source:HGNC Symbol;Acc:HGNC:10475]" 53.06 "19"
"4272" "ENSG00000183255" "PTTG1IP" 754 "pituitary tumor-transforming 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]" 51 "21"
"4273" "ENSG00000183258" "DDX41" 51428 "DEAD (Asp-Glu-Ala-Asp) box polypeptide 41 [Source:HGNC Symbol;Acc:HGNC:18674]" 59.55 "5"
"4274" "ENSG00000183283" "DAZAP2" 9802 "DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]" 46.84 "12"
"4275" "ENSG00000183291" "SEP15" 9403 "15 kDa selenoprotein [Source:EntrezGene;Acc:9403]" 37.87 "1"
"4276" "ENSG00000183386" "FHL3" 2275 "four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704]" 56.84 "1"
"4277" "ENSG00000183426" "NPIPA1" 9284 "nuclear pore complex interacting protein family, member A1 [Source:HGNC Symbol;Acc:HGNC:7909]" 48.05 "16"
"4282" "ENSG00000183431" "SF3A3" 10946 "splicing factor 3a, subunit 3, 60kDa [Source:HGNC Symbol;Acc:HGNC:10767]" 44.59 "1"
"4283" "ENSG00000183458" "RP11-958N24.1" NA "" 62.84 "16"
"4284" "ENSG00000183495" "EP400" 57634 "E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]" 47.47 "12"
"4285" "ENSG00000183576" "SETD3" 84193 "SET domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20493]" 42.67 "14"
"4286" "ENSG00000183722" "LHFP" 10186 "lipoma HMGIC fusion partner [Source:HGNC Symbol;Acc:HGNC:6586]" 39.43 "13"
"4287" "ENSG00000183741" "CBX6" 23466 "chromobox homolog 6 [Source:HGNC Symbol;Acc:HGNC:1556]" 58.47 "22"
"4288" "ENSG00000183762" "KREMEN1" 83999 "kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]" 45.49 "22"
"4289" "ENSG00000183779" "ZNF703" 80139 "zinc finger protein 703 [Source:HGNC Symbol;Acc:HGNC:25883]" 65.89 "8"
"4290" "ENSG00000183853" "KIRREL" 55243 "kin of IRRE like (Drosophila) [Source:HGNC Symbol;Acc:HGNC:15734]" 49.16 "1"
"4291" "ENSG00000183864" "TOB2" 10766 "transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]" 51.46 "22"
"4292" "ENSG00000183955" "SETD8" 387893 "SET domain containing (lysine methyltransferase) 8 [Source:HGNC Symbol;Acc:HGNC:29489]" 51.73 "12"
"4293" "ENSG00000183963" "SMTN" 6525 "smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]" 54.79 "22"
"4294" "ENSG00000184007" "PTP4A2" 8073 "protein tyrosine phosphatase type IVA, member 2 [Source:HGNC Symbol;Acc:HGNC:9635]" 41.84 "1"
"4295" "ENSG00000184009" "ACTG1" 71 "actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]" 61.09 "17"
"4296" "ENSG00000184014" "DENND5A" 23258 "DENN/MADD domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]" 43.01 "11"
"4297" "ENSG00000184076" "UQCR10" 29796 "ubiquinol-cytochrome c reductase, complex III subunit X [Source:HGNC Symbol;Acc:HGNC:30863]" 47.62 "22"
"4298" "ENSG00000184113" "CLDN5" 7122 "claudin 5 [Source:HGNC Symbol;Acc:HGNC:2047]" 63.73 "22"
"4299" "ENSG00000184144" "CNTN2" 6900 "contactin 2 (axonal) [Source:HGNC Symbol;Acc:HGNC:2172]" 54.05 "1"
"4300" "ENSG00000184203" "PPP1R2" 5504 "protein phosphatase 1, regulatory (inhibitor) subunit 2 [Source:HGNC Symbol;Acc:HGNC:9288]" 39 "3"
"4301" "ENSG00000184205" "TSPYL2" 64061 "TSPY-like 2 [Source:HGNC Symbol;Acc:HGNC:24358]" 52.46 "X"
"4302" "ENSG00000184216" "IRAK1" 3654 "interleukin-1 receptor-associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]" 61.78 "X"
"4303" "ENSG00000184232" "OAF" 220323 "OAF homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:28752]" 55.67 "11"
"4304" "ENSG00000184292" "TACSTD2" 4070 "tumor-associated calcium signal transducer 2 [Source:HGNC Symbol;Acc:HGNC:11530]" 58.57 "1"
"4305" "ENSG00000184347" "SLIT3" 6586 "slit homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:11087]" 45.01 "5"
"4306" "ENSG00000184363" "PKP3" 11187 "plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]" 69.71 "11"
"4307" "ENSG00000184371" "CSF1" 1435 "colony stimulating factor 1 (macrophage) [Source:HGNC Symbol;Acc:HGNC:2432]" 54.81 "1"
"4308" "ENSG00000184381" "PLA2G6" 8398 "phospholipase A2, group VI (cytosolic, calcium-independent) [Source:HGNC Symbol;Acc:HGNC:9039]" 51.54 "22"
"4309" "ENSG00000184432" "COPB2" 9276 "coatomer protein complex, subunit beta 2 (beta prime) [Source:HGNC Symbol;Acc:HGNC:2232]" 37.63 "3"
"4310" "ENSG00000184481" "FOXO4" 4303 "forkhead box O4 [Source:HGNC Symbol;Acc:HGNC:7139]" 52.26 "X"
"4311" "ENSG00000184489" "PTP4A3" 11156 "protein tyrosine phosphatase type IVA, member 3 [Source:HGNC Symbol;Acc:HGNC:9636]" 62.4 "8"
"4312" "ENSG00000184500" "PROS1" 5627 "protein S (alpha) [Source:HGNC Symbol;Acc:HGNC:9456]" 38.85 "3"
"4313" "ENSG00000184557" "SOCS3" 9021 "suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]" 62.24 "17"
"4314" "ENSG00000184575" "XPOT" 11260 "exportin, tRNA [Source:HGNC Symbol;Acc:HGNC:12826]" 39.76 "12"
"4315" "ENSG00000184584" "TMEM173" 340061 "transmembrane protein 173 [Source:HGNC Symbol;Acc:HGNC:27962]" 53.57 "5"
"4316" "ENSG00000184634" "MED12" 9968 "mediator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:11957]" 51.08 "X"
"4317" "ENSG00000184640" "SEPT9" 10801 "septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]" 54.75 "17"
"4318" "ENSG00000184677" "ZBTB40" 9923 "zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:HGNC:29045]" 42.7 "1"
"4319" "ENSG00000184678" "HIST2H2BE" 8349 "histone cluster 2, H2be [Source:HGNC Symbol;Acc:HGNC:4760]" 46.36 "1"
"4320" "ENSG00000184702" "SEPT5" 5413 "septin 5 [Source:HGNC Symbol;Acc:HGNC:9164]" 66.81 "22"
"4321" "ENSG00000184743" "ATL3" 25923 "atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]" 42.43 "11"
"4322" "ENSG00000184787" "UBE2G2" 7327 "ubiquitin-conjugating enzyme E2G 2 [Source:HGNC Symbol;Acc:HGNC:12483]" 45 "21"
"4323" "ENSG00000184840" "TMED9" 54732 "transmembrane emp24 protein transport domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24878]" 53.16 "5"
"4324" "ENSG00000184863" "RBM33" 155435 "RNA binding motif protein 33 [Source:HGNC Symbol;Acc:HGNC:27223]" 40.78 "7"
"4325" "ENSG00000184887" "BTBD6" 90135 "BTB (POZ) domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19897]" 64.36 "14"
"4326" "ENSG00000184897" "H1FX" 8971 "H1 histone family, member X [Source:HGNC Symbol;Acc:HGNC:4722]" 68.61 "3"
"4327" "ENSG00000184900" "SUMO3" 6612 "small ubiquitin-like modifier 3 [Source:HGNC Symbol;Acc:HGNC:11124]" 54.29 "21"
"4328" "ENSG00000184922" "FMNL1" 752 "formin-like 1 [Source:HGNC Symbol;Acc:HGNC:1212]" 58.77 "17"
"4329" "ENSG00000184983" "NDUFA6" 4700 "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa [Source:HGNC Symbol;Acc:HGNC:7690]" 48.79 "22"
"4330" "ENSG00000185000" "DGAT1" 8694 "diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843]" 63.02 "8"
"4331" "ENSG00000185022" "MAFF" 23764 "v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F [Source:HGNC Symbol;Acc:HGNC:6780]" 56.05 "22"
"4332" "ENSG00000185033" "SEMA4B" 10509 "sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B [Source:HGNC Symbol;Acc:HGNC:10730]" 50.67 "15"
"4333" "ENSG00000185043" "CIB1" 10519 "calcium and integrin binding 1 (calmyrin) [Source:HGNC Symbol;Acc:HGNC:16920]" 56.35 "15"
"4334" "ENSG00000185088" "RPS27L" 51065 "ribosomal protein S27-like [Source:HGNC Symbol;Acc:HGNC:18476]" 39.85 "15"
"4335" "ENSG00000185104" "FAF1" 11124 "Fas (TNFRSF6) associated factor 1 [Source:HGNC Symbol;Acc:HGNC:3578]" 38.27 "1"
"4336" "ENSG00000185122" "HSF1" 3297 "heat shock transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5224]" 56.87 "8"
"4337" "ENSG00000185189" "NRBP2" 340371 "nuclear receptor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19339]" 61.1 "8"
"4338" "ENSG00000185201" "IFITM2" 10581 "interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]" 56.84 "11"
"4339" "ENSG00000185215" "TNFAIP2" 7127 "tumor necrosis factor, alpha-induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]" 61.2 "14"
"4340" "ENSG00000185222" "WBP5" 51186 "WW domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:30084]" 44.05 "X"
"4341" "ENSG00000185236" "RAB11B" 9230 "RAB11B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9761]" 59.05 "19"
"4342" "ENSG00000185303" "SFTPA2" 729238 "surfactant protein A2 [Source:HGNC Symbol;Acc:HGNC:10799]" 54.69 "10"
"4343" "ENSG00000185340" "GAS2L1" 10634 "growth arrest-specific 2 like 1 [Source:HGNC Symbol;Acc:HGNC:16955]" 64.97 "22"
"4344" "ENSG00000185359" "HGS" 9146 "hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]" 60.6 "17"
"4345" "ENSG00000185432" "METTL7A" 25840 "methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550]" 42.85 "12"
"4346" "ENSG00000185479" "KRT6B" 3854 "keratin 6B, type II [Source:HGNC Symbol;Acc:HGNC:6444]" 50.86 "12"
"4347" "ENSG00000185482" "STAC3" 246329 "SH3 and cysteine rich domain 3 [Source:HGNC Symbol;Acc:HGNC:28423]" 51.05 "12"
"4348" "ENSG00000185499" "MUC1" 4582 "mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]" 68.01 "1"
"4349" "ENSG00000185551" "NR2F2" 7026 "nuclear receptor subfamily 2, group F, member 2 [Source:HGNC Symbol;Acc:HGNC:7976]" 48.74 "15"
"4350" "ENSG00000185559" "DLK1" 8788 "delta-like 1 homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:2907]" 55.89 "14"
"4351" "ENSG00000185567" "AHNAK2" 113146 "AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]" 57.28 "14"
"4352" "ENSG00000185591" "SP1" 6667 "Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]" 45.65 "12"
"4353" "ENSG00000185619" "PCGF3" 10336 "polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]" 56.09 "4"
"4354" "ENSG00000185624" "P4HB" 5034 "prolyl 4-hydroxylase, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:8548]" 55.79 "17"
"4355" "ENSG00000185627" "PSMD13" 5719 "proteasome (prosome, macropain) 26S subunit, non-ATPase, 13 [Source:HGNC Symbol;Acc:HGNC:9558]" 44.35 "11"
"4356" "ENSG00000185630" "PBX1" 5087 "pre-B-cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]" 41.67 "1"
"4357" "ENSG00000185641" "CTD-2287O16.1" NA "" 47.72 "5"
"4358" "ENSG00000185650" "ZFP36L1" 677 "ZFP36 ring finger protein-like 1 [Source:HGNC Symbol;Acc:HGNC:1107]" 53.26 "14"
"4359" "ENSG00000185651" "UBE2L3" 7332 "ubiquitin-conjugating enzyme E2L 3 [Source:HGNC Symbol;Acc:HGNC:12488]" 49.73 "22"
"4360" "ENSG00000185658" "BRWD1" 54014 "bromodomain and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:12760]" 38.65 "21"
"4361" "ENSG00000185722" "ANKFY1" 51479 "ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20763]" 44.91 "17"
"4362" "ENSG00000185728" "YTHDF3" 253943 "YTH N(6)-methyladenosine RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:26465]" 37.56 "8"
"4363" "ENSG00000185739" "SRL" 6345 "sarcalumenin [Source:HGNC Symbol;Acc:HGNC:11295]" 51.8 "16"
"4364" "ENSG00000185787" "MORF4L1" 10933 "mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]" 45.4 "15"
"4365" "ENSG00000185818" "NAT8L" 339983 "N-acetyltransferase 8-like (GCN5-related, putative) [Source:HGNC Symbol;Acc:HGNC:26742]" 66.04 "4"
"4366" "ENSG00000185825" "BCAP31" 10134 "B-cell receptor-associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]" 54.34 "X"
"4367" "ENSG00000185885" "IFITM1" 8519 "interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]" 57.05 "11"
"4368" "ENSG00000185896" "LAMP1" 3916 "lysosomal-associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499]" 50.64 "13"
"4369" "ENSG00000185950" "IRS2" 8660 "insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]" 46.75 "13"
"4370" "ENSG00000185963" "BICD2" 23299 "bicaudal D homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:17208]" 51.35 "9"
"4371" "ENSG00000185989" "RASA3" 22821 "RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]" 56.73 "13"
"4372" "ENSG00000186001" "LRCH3" 84859 "leucine-rich repeats and calponin homology (CH) domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]" 40.91 "3"
"4373" "ENSG00000186081" "KRT5" 3852 "keratin 5, type II [Source:HGNC Symbol;Acc:HGNC:6442]" 50.88 "12"
"4374" "ENSG00000186111" "PIP5K1C" 23396 "phosphatidylinositol-4-phosphate 5-kinase, type I, gamma [Source:HGNC Symbol;Acc:HGNC:8996]" 60.55 "19"
"4375" "ENSG00000186184" "POLR1D" 51082 "polymerase (RNA) I polypeptide D, 16kDa [Source:HGNC Symbol;Acc:HGNC:20422]" 39.21 "13"
"4376" "ENSG00000186260" "MKL2" 57496 "MKL/myocardin-like 2 [Source:HGNC Symbol;Acc:HGNC:29819]" 38.53 "16"
"4377" "ENSG00000186298" "PPP1CC" 5501 "protein phosphatase 1, catalytic subunit, gamma isozyme [Source:HGNC Symbol;Acc:HGNC:9283]" 41.52 "12"
"4378" "ENSG00000186340" "THBS2" 7058 "thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]" 49.53 "6"
"4379" "ENSG00000186350" "RXRA" 6256 "retinoid X receptor, alpha [Source:HGNC Symbol;Acc:HGNC:10477]" 62.16 "9"
"4380" "ENSG00000186395" "KRT10" 3858 "keratin 10, type I [Source:HGNC Symbol;Acc:HGNC:6413]" 42.64 "17"
"4381" "ENSG00000186432" "KPNA4" 3840 "karyopherin alpha 4 (importin alpha 3) [Source:HGNC Symbol;Acc:HGNC:6397]" 37.2 "3"
"4382" "ENSG00000186439" "TRDN" 10345 "triadin [Source:HGNC Symbol;Acc:HGNC:12261]" 34.97 "6"
"4383" "ENSG00000186468" "RPS23" 6228 "ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]" 44.77 "5"
"4384" "ENSG00000186480" "INSIG1" 3638 "insulin induced gene 1 [Source:HGNC Symbol;Acc:HGNC:6083]" 44.41 "7"
"4385" "ENSG00000186517" "ARHGAP30" 257106 "Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:HGNC:27414]" 49.52 "1"
"4386" "ENSG00000186522" "SEPT10" 151011 "septin 10 [Source:HGNC Symbol;Acc:HGNC:14349]" 40.38 "2"
"4387" "ENSG00000186566" "GPATCH8" 23131 "G patch domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29066]" 40.95 "17"
"4388" "ENSG00000186591" "UBE2H" 7328 "ubiquitin-conjugating enzyme E2H [Source:HGNC Symbol;Acc:HGNC:12484]" 41.85 "7"
"4389" "ENSG00000186594" "MIR22HG" 84981 "MIR22 host gene [Source:HGNC Symbol;Acc:HGNC:28219]" 56.95 "17"
"4390" "ENSG00000186635" "ARAP1" 116985 "ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]" 54.91 "11"
"4391" "ENSG00000186642" "PDE2A" 5138 "phosphodiesterase 2A, cGMP-stimulated [Source:HGNC Symbol;Acc:HGNC:8777]" 55.35 "11"
"4392" "ENSG00000186716" "BCR" 613 "breakpoint cluster region [Source:HGNC Symbol;Acc:HGNC:1014]" 53.07 "22"
"4393" "ENSG00000186815" "TPCN1" 53373 "two pore segment channel 1 [Source:HGNC Symbol;Acc:HGNC:18182]" 50.56 "12"
"4394" "ENSG00000186832" "KRT16" 3868 "keratin 16, type I [Source:HGNC Symbol;Acc:HGNC:6423]" 59.38 "17"
"4395" "ENSG00000186834" "HEXIM1" 10614 "hexamethylene bis-acetamide inducible 1 [Source:HGNC Symbol;Acc:HGNC:24953]" 48.22 "17"
"4396" "ENSG00000186847" "KRT14" 3861 "keratin 14, type I [Source:HGNC Symbol;Acc:HGNC:6416]" 55.16 "17"
"4397" "ENSG00000186866" "POFUT2" 23275 "protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14683]" 52.95 "21"
"4398" "ENSG00000186868" "MAPT" 4137 "microtubule-associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]" 49.7 "17"
"4399" "ENSG00000186908" "ZDHHC17" 23390 "zinc finger, DHHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:18412]" 36.11 "12"
"4400" "ENSG00000187021" "PNLIPRP1" 5407 "pancreatic lipase-related protein 1 [Source:HGNC Symbol;Acc:HGNC:9156]" 44.74 "10"
"4401" "ENSG00000187051" "RPS19BP1" 91582 "ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28749]" 54.82 "22"
"4402" "ENSG00000187079" "TEAD1" 7003 "TEA domain family member 1 (SV40 transcriptional enhancer factor) [Source:HGNC Symbol;Acc:HGNC:11714]" 42.75 "11"
"4403" "ENSG00000187109" "NAP1L1" 4673 "nucleosome assembly protein 1-like 1 [Source:HGNC Symbol;Acc:HGNC:7637]" 37.2 "12"
"4404" "ENSG00000187134" "AKR1C1" 1645 "aldo-keto reductase family 1, member C1 [Source:HGNC Symbol;Acc:HGNC:384]" 40.13 "10"
"4405" "ENSG00000187147" "RNF220" 55182 "ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552]" 47.21 "1"
"4406" "ENSG00000187164" "KIAA1598" 57698 "KIAA1598 [Source:HGNC Symbol;Acc:HGNC:29319]" 39.09 "10"
"4407" "ENSG00000187189" "TSPYL4" 23270 "TSPY-like 4 [Source:HGNC Symbol;Acc:HGNC:21559]" 47.75 "6"
